0,1,2,3,4,5,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_correct,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceA_probs,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceB_probs,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceC_probs,/home/LAB/lishuo/jerry/DDKC/qwen2_1.5b_choiceD_probs
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,True,0.95925385,0.013005529,0.0074393298,0.020301342
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,True,0.02533619,0.040645577,0.081786215,0.852232
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,True,0.19126758,0.39399162,0.06431737,0.3504234
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,True,0.001665042,0.011289949,0.0020241763,0.9850209
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,True,0.0034637759,0.0032412305,0.0023992874,0.9908957
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.9246539,0.0383144,0.0053918483,0.031639915
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,True,0.7739254,0.18818265,0.021954576,0.015937313
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,True,0.35612363,0.4163507,0.18260205,0.044923697
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,True,0.015546564,0.32724681,0.011463318,0.64574337
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.05050268,0.03148056,0.05375982,0.864257
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,0.030154213,0.016077463,0.0083408775,0.9454275
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,True,0.010775587,0.011204837,0.19249988,0.7855197
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.012552731,0.9222472,0.029995041,0.035205003
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,True,0.004128171,0.007622587,0.9867306,0.0015186694
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.02636248,0.890224,0.03660068,0.046812985
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,True,0.9399361,0.010360489,0.044828456,0.0048748683
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.0059465338,0.9655059,0.0053932723,0.023154369
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,True,0.26595083,0.1358344,0.48157474,0.11664005
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.03609316,0.9418275,0.008539454,0.013539815
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.00044326828,0.9974179,0.0007840616,0.001354737
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.9822105,0.0045842114,0.0060494174,0.0071558533
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.18815883,0.10932419,0.48424885,0.21826807
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.00908515,0.075477056,0.40962207,0.50581574
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.96468174,0.0032303145,0.00363194,0.028456049
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.021660222,0.024544246,0.6330045,0.32079107
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.6052084,0.19725141,0.023466475,0.17407376
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,True,0.13839273,0.09291248,0.07947226,0.6892226
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,True,0.02135492,0.08315091,0.32503682,0.57045734
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,True,0.008512986,0.6254477,0.02332219,0.34271705
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.014838094,0.9696016,0.009884301,0.0056760767
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.9602838,0.03637171,0.0012397196,0.0021047192
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,True,0.16572994,0.34272283,0.34811994,0.14342731
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,True,0.02686468,0.044119686,0.06675096,0.86226475
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,True,0.016101731,0.018033084,0.033690237,0.932175
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.28269944,0.22715537,0.3032922,0.18685292
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,True,0.003876492,0.16419002,0.11872449,0.7132089
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,True,0.0005027683,0.040174548,0.0010727085,0.9582499
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,True,0.13490057,0.13177559,0.6537094,0.07961434
What is the optimal span of control?,2,5,7,None of the above,D,False,0.10622372,0.40245315,0.22841689,0.26290622
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.05182069,0.18016683,0.063740544,0.7042719
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,True,0.9372692,0.028525062,0.013740042,0.02046573
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,True,0.09182435,0.055045426,0.27954376,0.5735865
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.005865771,0.9523929,0.015759055,0.02598229
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.0031234676,0.0018797358,0.002064486,0.9929323
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,True,0.01020603,0.006337068,0.0016595931,0.98179734
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,True,0.10905725,0.63250333,0.24007119,0.018368239
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.018220112,0.84756684,0.015402922,0.11881004
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.029830584,0.93528074,0.012194719,0.022693913
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,True,0.022351893,0.17649935,0.016289238,0.7848595
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,True,0.04596746,0.047057547,0.04301408,0.8639609
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,True,0.12982358,0.07030868,0.5956266,0.20424116
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.06342417,0.4911355,0.107888155,0.3375522
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.9960699,0.0016003521,0.0006977779,0.0016319163
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.18627903,0.7966144,0.008152622,0.008953903
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,True,0.0027527409,0.34135044,0.6528498,0.0030470062
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.009774326,0.003391138,0.0014415181,0.985393
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,True,0.15229724,0.055808596,0.14818928,0.6437049
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.17144379,0.17550947,0.2417745,0.4112723
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.010071735,0.012388445,0.6280033,0.34953648
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.006370309,0.007624261,0.9678581,0.018147321
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.0017495252,0.0007568833,0.0021435632,0.99535
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.70998335,0.18376891,0.04347877,0.062768936
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.033138905,0.13682142,0.40529454,0.42474505
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,True,0.07493305,0.3673955,0.10044034,0.45723107
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.010189505,0.06566982,0.8786525,0.045488156
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,True,0.040385272,0.011127313,0.8839519,0.06453548
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.016751938,0.042944998,0.87274104,0.06756196
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.0005978497,0.000709964,0.99580634,0.002885802
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.0062234155,0.0070520537,0.0035184,0.9832062
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,True,0.12909435,0.14975207,0.4910181,0.23013555
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,True,0.009175781,0.013350682,0.08437891,0.8930946
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,True,0.20802763,0.5480798,0.07803849,0.16585408
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.5060814,0.12450598,0.2998433,0.069569245
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.046083137,0.14029233,0.60465974,0.20896482
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.4949647,0.36782652,0.056408025,0.080800764
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.542443,0.015031462,0.010052303,0.43247324
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.99231166,0.0034417314,0.0016385099,0.0026081232
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.99767596,0.0014368595,0.00050046,0.00038672547
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,True,0.17999578,0.37808567,0.04568818,0.3962304
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,True,0.0028720177,0.0012894729,0.016334772,0.97950375
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,True,0.14028206,0.6189535,0.08055722,0.16020717
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,True,0.0785048,0.15430653,0.10730334,0.65988535
